Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DQN_OFFLOAD,200,9427.1408,1.4151,236312.3152,35.4717,14000,6326,0,7674,0,0,0,0,0,14000,6326,0,0,301986.3866666657,0.0,301986.3866666657,190365.8999999925,0.0,0.0,5.519935366509315,0.495,0,100,0,42.7387,0.2116,0,0,28.3319,28.3319,14.4068,0.072,0,33.6739,99.701,-1.0,[98.80296296296297- 99.99680000000001- 99.90891851851852- 99.90885925925926- 99.90874074074075- 99.99682962962962- 99.99685925925927- 98.80296296296297- 98.80296296296297- 98.80296296296297- 99.9088- 99.99677037037037- 98.80296296296297- 99.99680000000001- 99.99685925925927- 99.99674074074073- 99.99680000000001- 99.90885925925926- 99.99682962962962- 99.99677037037037- 99.9090962962963- 99.99671111111113- 99.90903703703704- 99.90903703703704- 98.80296296296297- 99.99668148148147- 99.90897777777776- 99.99677037037037- 99.99680000000001- 98.80296296296297- 99.99682962962962- 98.80296296296297- 98.80296296296297- 98.80296296296297- 99.99677037037037- 98.80296296296297- 98.80296296296297- 99.9090962962963- 98.80296296296297- 99.99674074074073- 99.99682962962962- 99.99682962962962- 99.99674074074073- 98.80296296296297- 98.80296296296297- 98.80296296296297- 98.80296296296297- 98.80296296296297- 99.99685925925927- 99.9088- 98.80296296296297- 99.99677037037037- 98.80296296296297- 98.80296296296297- 99.90897777777776- 98.80296296296297- 99.99677037037037- 99.99677037037037- 98.80296296296297- 98.80296296296297- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
ALL,DQN_OFFLOAD,400,5469.3975,1.4203,353252.0007,91.7299,28000,3639,0,24361,0,0,0,0,0,28000,3639,0,0,425286.14666666207,0.0,425286.14666666207,179172.49999996967,0.0,0.0,3.6367713293058683,0.2488,0,100,0,40.2346,0.1001,0,0,24.0836,24.0836,16.151,0.0404,0,33.6974,99.8262,-1.0,[99.90927407407408- 99.90915555555556- 99.90927407407408- 99.99694814814815- 99.16444444444446- 99.1762962962963- 99.90927407407408- 99.17037037037038- 99.99694814814815- 99.99691851851851- 99.9092148148148- 99.17037037037038- 99.99691851851851- 99.99691851851851- 99.9092148148148- 99.9092148148148- 99.1762962962963- 99.90903703703704- 99.90933333333334- 99.15851851851852- 99.99694814814815- 99.90927407407408- 99.90933333333334- 99.90927407407408- 99.99694814814815- 99.17037037037038- 99.99694814814815- 99.1762962962963- 99.16444444444446- 99.99691851851851- 99.99697777777777- 99.90927407407408- 99.18222222222222- 99.99691851851851- 99.15851851851852- 99.99688888888889- 99.99694814814815- 99.99694814814815- 99.99691851851851- 99.1762962962963- 99.16444444444446- 99.90927407407408- 99.99697777777777- 99.99691851851851- 99.9092148148148- 99.90915555555556- 99.99694814814815- 99.99697777777777- 99.90927407407408- 99.9092148148148- 99.99691851851851- 99.9092148148148- 99.99697777777777- 99.99697777777777- 99.99688888888889- 99.99697777777777- 99.90927407407408- 99.99694814814815- 99.17037037037038- 99.99688888888889- 99.9092148148148- 99.99688888888889- 99.90927407407408- 99.17037037037038- 99.16444444444446- 99.9092148148148- 99.9092148148148- 99.1762962962963- 99.90915555555556- 99.17037037037038- 99.90903703703704- 99.90915555555556- 99.99691851851851- 99.99694814814815- 99.99697777777777- 99.15851851851852- 99.90915555555556- 99.17037037037038- 99.90927407407408- 99.90927407407408- 99.16444444444446- 99.16444444444446- 99.99691851851851- 99.99694814814815- 99.17037037037038- 99.90927407407408- 99.16444444444446- 99.99694814814815- 99.9092148148148- 99.90927407407408- 99.17037037037038- 99.90927407407408- 99.1762962962963- 99.16444444444446- 99.99697777777777- 99.99694814814815- 99.99697777777777- 99.99694814814815- 99.16444444444446- 99.17037037037038- 99.1762962962963- 99.15851851851852- 99.17037037037038- 99.90933333333334- 99.90927407407408- 99.9092148148148- 99.9090962962963- 99.90927407407408- 99.9092148148148- 99.90933333333334- 99.16444444444446- 99.99691851851851- 99.90927407407408- 99.17037037037038- 99.17037037037038- 99.9092148148148- 99.99691851851851- 99.1762962962963- 99.99691851851851- 99.17037037037038- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
ALL,DQN_OFFLOAD,600,3942.5274,1.4357,248493.3249,90.4928,42000,2619,0,39381,0,0,0,0,0,42000,2619,0,0,713133.171999982,0.0,713133.171999982,224508.299999931,0.0,0.0,2.724410498904268,0.1661,0,100,0,50.422,0.0838,0,0,27.9754,27.9754,22.4466,0.0374,0,33.6976,99.8274,-1.0,[99.30074074074074- 99.28888888888889- 99.99697777777777- 99.28888888888889- 99.99694814814815- 99.90927407407408- 99.90927407407408- 99.28296296296297- 99.90933333333334- 99.30074074074074- 99.30666666666667- 99.29481481481481- 99.30074074074074- 99.99694814814815- 99.99694814814815- 99.28888888888889- 99.28888888888889- 99.90933333333334- 99.90927407407408- 99.90927407407408- 99.29481481481481- 99.90933333333334- 99.99694814814815- 99.90933333333334- 99.28888888888889- 99.30074074074074- 99.99697777777777- 99.90927407407408- 99.29481481481481- 99.99694814814815- 99.30074074074074- 99.9092148148148- 99.90927407407408- 99.90933333333334- 99.90927407407408- 99.99691851851851- 99.28888888888889- 99.90927407407408- 99.90927407407408- 99.28888888888889- 99.99697777777777- 99.28296296296297- 99.90933333333334- 99.99697777777777- 99.30666666666667- 99.99697777777777- 99.28888888888889- 99.99694814814815- 99.99694814814815- 99.9092148148148- 99.29481481481481- 99.90933333333334- 99.99694814814815- 99.90933333333334- 99.90927407407408- 99.90927407407408- 99.90933333333334- 99.99697777777777- 99.90927407407408- 99.28888888888889- 99.29481481481481- 99.90927407407408- 99.90933333333334- 99.90927407407408- 99.99691851851851- 99.30074074074074- 99.90927407407408- 99.30074074074074- 99.9092148148148- 99.99697777777777- 99.28888888888889- 99.28296296296297- 99.99694814814815- 99.99697777777777- 99.99697777777777- 99.90933333333334- 99.99694814814815- 99.29481481481481- 99.30074074074074- 99.9092148148148- 99.99697777777777- 99.90927407407408- 99.90927407407408- 99.9092148148148- 99.29481481481481- 99.99697777777777- 99.99697777777777- 99.29481481481481- 99.90933333333334- 99.90927407407408- 99.29481481481481- 99.30074074074074- 99.90933333333334- 99.9092148148148- 99.90933333333334- 99.90927407407408- 99.30074074074074- 99.30074074074074- 99.90933333333334- 99.90933333333334- 99.99697777777777- 99.28296296296297- 99.99697777777777- 99.99694814814815- 99.99697777777777- 99.29481481481481- 99.90927407407408- 99.99697777777777- 99.99697777777777- 99.90933333333334- 99.90933333333334- 99.99697777777777- 99.99694814814815- 99.28888888888889- 99.27703703703703- 99.90927407407408- 99.90933333333334- 99.29481481481481- 99.99697777777777- 99.30074074074074- 99.9092148148148- 99.29481481481481- 99.29481481481481- 99.90927407407408- 99.99697777777777- 99.28888888888889- 99.29481481481481- 99.99694814814815- 99.28888888888889- 99.99694814814815- 99.90927407407408- 99.90927407407408- 99.9092148148148- 99.99697777777777- 99.99691851851851- 99.99697777777777- 99.90927407407408- 99.28888888888889- 99.99697777777777- 99.90927407407408- 99.99697777777777- 99.90927407407408- 99.30074074074074- 99.99697777777777- 99.99694814814815- 99.99697777777777- 99.29481481481481- 99.29481481481481- 99.99691851851851- 99.99694814814815- 99.90933333333334- 99.29481481481481- 99.99697777777777- 99.90927407407408- 99.29481481481481- 99.30074074074074- 99.90927407407408- 99.99694814814815- 99.99697777777777- 99.29481481481481- 99.28888888888889- 99.29481481481481- 99.90933333333334- 99.28888888888889- 99.30074074074074- 99.90927407407408- 99.99697777777777- 99.28296296296297- 99.28888888888889- 99.90927407407408- 99.99697777777777- 99.99694814814815- 99.90933333333334- 99.28888888888889- 99.28296296296297- 99.90927407407408- 99.90933333333334- 99.30074074074074- 99.30666666666667- 99.28888888888889- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
ALL,ROUND_ROBIN,200,1014.9042,0.8742,734.2,0.6324,14000,688,0,764,0,12548,0,1024,425,256,160,12720,103,826990.4146666612,544757.5053333339,826990.4146666612,297238.9499999369,535816.1866666657,535816.1866666657,3.087026963944314,0.4025,4.2678,5.1066,0.3596,67.1022,0.3322,22.5345,22.5345,11.8517,11.8517,32.7159,0.1636,0,33.5864,99.2728,-1.0,[99.38042844444445- 99.41838340740739- 98.44439762962963- 99.31362962962963- 98.50059259259258- 99.37870933333333- 99.38817362962962- 98.49228029629629- 98.46790814814815- 98.38516918518519- 98.33973037037038- 98.52634074074074- 98.46717037037037- 99.37386251851852- 98.48335822222221- 98.4555525925926- 99.43187555555556- 99.382976- 98.48745066666667- 99.36497777777778- 98.49630992592594- 99.36813155555555- 98.30602251851852- 99.35972918518519- 98.40432296296296- 98.42539259259259- 99.37279644444445- 98.47567407407408- 99.3260414814815- 98.52133096296296- 99.32642962962964- 98.49054814814815- 98.4847674074074- 99.38056296296297- 98.44242725925926- 98.50749629629631- 98.39833777777778- 99.37416296296296- 98.4776722962963- 98.40009955555554- 98.43851555555554- 99.37601303703704- 98.49244444444444- 98.36456059259258- 98.48568888888889- 99.3763685925926- 98.47622103703704- 99.36008888888888- 99.40494814814815- 99.31618785185185- 99.38075377777778- 98.42599881481482- 98.47016296296297- 98.4090074074074- 98.51444207407407- 98.48634074074074- 98.43796918518518- 98.4515851851852- 99.37377422222222- 99.36515555555555- 99.9469948596283- 99.95178924476079- 99.95994464215104- 99.962732305259- 99.95117635429024- 99.95740411229737- 99.95318307631474- 99.94781534203241- 99.96326611308818- 99.95457690786873- 99.95980310219635- 99.95511071569791- 99.94869244041841- 99.95146302886516- 99.9226702074122- 99.95203637801502- 99.9505800891477- 99.95711743772242- 99.96005677774183- 99.96065304288436- 99.94560102807432- 99.95115343829757- 99.9542902332938- 99.95589819907258- 99.89232179445702- 99.95006919731118- 99.9568307631475- 99.95482404112296- 99.9508896797153- 99.94949584816133- 99.94951292282252- 99.94976005607678- 99.92613321830403- 99.95400355871887- 99.95314353499407- 99.96383946223804- 99.95961842625543- 99.94500212085266- 99.9567912218268- 99.96605377619612],[]
ALL,ROUND_ROBIN,400,1152.0762,0.8889,733.5701,0.566,28000,775,0,795,0,26430,0,1072,473,268,183,26660,119,3545095.8839999884,2385238.8413333436,3545095.8839999884,635130.8500000103,2366286.826666679,2366286.826666679,1.532914129266321,0.2666,4.6528,6.4148,0.2403,143.2432,0.3563,48.8479,48.8479,23.7773,23.7773,70.6179,0.1765,0,33.5749,99.2166,-1.0,[99.3100402962963- 98.3201914074074- 98.47211851851851- 98.36201481481481- 98.47922962962963- 99.39602962962962- 98.29279703703705- 98.48210370370371- 98.33270874074076- 98.49786666666667- 99.35357037037038- 98.35721481481482- 99.35445688888889- 98.34136296296298- 99.36242962962963- 98.34669629629629- 98.42687111111111- 99.32411851851852- 99.29450192592591- 98.32151111111112- 98.40805925925926- 98.3752888888889- 98.26482666666668- 98.3059851851852- 98.37553955555556- 99.38780207407409- 99.39611496296297- 98.34897777777779- 98.41087111111112- 98.47321481481481- 98.56364444444444- 99.34998518518518- 99.34990992592591- 99.33879407407407- 98.3299851851852- 98.34408888888889- 98.29884148148147- 99.32737422222222- 98.41348148148148- 99.34963081481482- 98.4141037037037- 98.48334814814814- 99.37727407407408- 99.32186666666666- 99.36352237037038- 99.31152592592593- 99.27500266666667- 99.2568397037037- 99.33365925925926- 98.48242962962962- 99.1648237037037- 98.37229333333333- 99.28614340740741- 98.49985185185186- 99.35754074074073- 98.30319703703704- 98.47247407407407- 98.07246222222224- 98.31374814814815- 98.448- 98.46631111111111- 98.36391111111111- 99.38112592592593- 98.46314074074074- 98.34752296296296- 98.47664888888889- 98.48743703703703- 98.45362962962963- 98.30296296296297- 99.3525037037037- 98.43045925925927- 99.26666133333333- 99.37747437037036- 98.34204444444445- 98.48826666666668- 99.39156503703704- 99.31487407407407- 99.34785185185184- 98.31351111111111- 98.33230933333334- 98.30465185185184- 98.3573754074074- 98.31783407407409- 98.41262222222223- 99.28014518518518- 99.21658666666667- 98.48186666666668- 98.34906666666669- 98.47217777777779- 98.33684266666667- 99.36512592592594- 98.4749925925926- 99.33229629629629- 98.3111111111111- 98.30761481481481- 98.39546074074075- 99.27390637037037- 99.38082962962963- 98.42942222222223- 99.33614814814814- 98.49795555555556- 98.47500622222223- 98.31682962962964- 98.29269511111112- 98.41357037037038- 99.37899259259258- 98.45970370370371- 99.36565925925926- 99.35559762962963- 98.4671674074074- 98.52001244444445- 99.39568711111112- 98.38171851851853- 98.33368888888887- 98.50201481481481- 98.35777777777777- 98.48863466666667- 99.31964444444445- 98.4576888888889- 98.30257777777778- 99.95247807254034- 99.94356465005932- 99.9188257665624- 99.90897228512885- 99.94780276070311- 99.97528667457493- 99.95139383155397- 99.95618821668644- 99.94217081850533- 99.94973040008627- 99.96323645709768- 99.88385006650131- 99.94440220712464- 99.95641243394802- 99.96434361407671- 99.92381016571407- 99.92775157266615- 99.93405496243574- 99.90979276753298- 99.9635231316726- 99.93827599841835- 99.95786872281535- 99.94104119486683- 99.96803084223014- 99.94440220712464- 99.94438204105109- 99.94073744563069- 99.95282720442862- 99.95282720442862- 99.95897587979438- 99.95307433768288- 99.95812239836084- 99.91290664653654- 99.9567615658363- 99.94123825443043- 99.96598457888493- 99.94692566231713- 99.90725223767927- 99.95848161328588- 99.95475484381178- 99.95532819296164- 99.95336101225782- 99.97274614472124- 99.95450771055754- 99.92016247888134- 99.95594108343218- 99.94864570976671- 99.96463028865165- 99.9469652036378- 99.9469652036378- 99.94045077105575- 99.95454725187821- 99.95786872281535- 99.96909845788849- 99.86394820086991- 99.94860616844602- 99.9657374456307- 99.95057334914986- 99.95282720442862- 99.95815539739027- 99.9503262158956- 99.94721233689205- 99.8906116323376- 99.95229339659946- 99.9207358280312- 99.96016211941478- 99.96405693950177- 99.94413799920918- 99.93942269671807- 99.961803084223- 99.92124671986771- 99.95340055357849- 99.95590154211152- 99.95870627988066- 99.96237643337287- 99.95426057730329- 99.95340055357849- 99.9491795175959- 99.89884970703477- 99.95003954132069],[]
ALL,ROUND_ROBIN,600,1584.0692,1.1875,764.02,0.5727,42000,834,0,879,0,40287,0,1088,501,272,179,40640,154,7985973.467999874,5367852.895999903,7985973.467999874,954420.500000475,5335962.293333244,5335962.293333244,1.0337116984217982,0.3126,5.0479,6.2966,0.2947,215.5169,0.358,73.2065,73.2065,35.5838,35.5838,106.7267,0.1779,0,33.5658,99.1696,-1.0,[98.45273777777777- 98.34607407407407- 98.35466666666667- 98.53565807407408- 98.2993748148148- 98.32857659259261- 98.27517037037036- 98.37075555555555- 98.25258962962963- 98.45795555555556- 98.28033955555556- 98.29288592592593- 98.32239999999999- 98.27514074074075- 98.29598399999999- 98.41119703703703- 98.47795555555557- 98.32881066666666- 98.3570802962963- 98.50598518518518- 98.35985185185186- 98.4908148148148- 99.3357037037037- 98.35584948148148- 99.34607407407407- 99.35684266666667- 98.35522962962962- 99.35211851851852- 98.27018962962963- 99.28388148148149- 99.32980740740742- 98.34654814814814- 99.32420740740741- 98.41940444444444- 98.44820444444444- 98.34580444444445- 98.46730251851852- 98.47899259259259- 98.41943407407406- 99.34986666666667- 98.4339525925926- 98.34863585185185- 98.50672592592593- 99.33674074074075- 99.34416118518517- 98.32565925925927- 98.48518518518519- 98.44641303703705- 98.3288- 98.26953777777777- 99.31776177777778- 99.35911111111112- 99.27670814814815- 98.2752- 98.47642844444444- 98.31023466666667- 98.48589629629629- 99.34687407407408- 98.36352592592593- 98.31675437037036- 98.33272474074076- 98.31435081481482- 98.50254814814815- 99.34875318518519- 98.46619259259259- 98.5058962962963- 98.32945185185186- 99.33697777777778- 98.4908148148148- 98.46894814814816- 98.29689955555556- 99.35694814814815- 99.32257777777778- 99.32281481481482- 99.33251733333333- 99.33706311111112- 98.33336296296297- 98.47887407407408- 98.33789037037036- 98.43881185185187- 98.47795555555557- 98.43336296296296- 98.42301925925926- 99.2902482962963- 99.33835437037037- 98.34595318518518- 98.33422222222224- 99.3274962962963- 98.13264592592593- 98.46127407407407- 99.35983585185184- 98.49854814814815- 98.34195555555556- 98.36023466666668- 99.3434962962963- 98.30637037037037- 98.39432118518518- 98.40894518518519- 98.20888296296296- 98.30906666666667- 99.33401481481481- 98.43472592592593- 98.27697481481482- 98.32050014814814- 98.27525629629629- 99.30491614814815- 99.37710992592592- 99.33845925925925- 99.36356859259259- 99.30293096296298- 99.3005925925926- 99.3679111111111- 99.33912414814814- 99.34420740740741- 99.34955377777777- 99.3956148148148- 98.28322074074073- 98.32817777777778- 98.35576296296296- 98.39356740740742- 98.52383525925924- 99.30616296296296- 99.33650370370371- 98.42755259259259- 99.3117037037037- 98.4497754074074- 98.51362962962963- 99.32936296296297- 98.39726814814816- 98.33487407407408- 98.37072592592594- 98.30263703703703- 98.34320000000001- 98.33473955555554- 99.30245925925925- 98.48414814814815- 98.31558518518518- 98.27428148148148- 98.48937659259259- 98.39458844444444- 99.27528592592593- 98.36874074074075- 98.44767407407407- 98.47638518518518- 98.41048592592593- 98.29105185185186- 98.49601303703703- 99.33853155555556- 98.45343466666667- 98.49333333333334- 98.4370074074074- 98.35345185185184- 98.4079674074074- 98.44447407407407- 98.36032592592592- 98.31836740740742- 98.33075555555557- 98.44804325925926- 99.32976059259259- 99.3409185185185- 98.49576296296296- 99.33047288888889- 98.4858074074074- 99.32943585185185- 98.50432592592593- 98.32533333333333- 98.24722666666668- 98.33155555555555- 98.49460740740741- 98.46802962962964- 98.32402962962963- 99.32616296296295- 98.29911111111112- 98.47416296296296- 98.31434074074073- 98.31434074074073- 98.46903466666667- 99.34604444444444- 98.4691851851852- 98.47303703703705- 99.95171016211941- 99.91344764369676- 99.95163762176928- 99.95781929616449- 99.95726257234264- 99.9547844998023- 99.90977749020453- 99.9547844998023- 99.93933372874655- 99.95617833135626- 99.9016243934002- 99.92129929185089- 99.94777580071175- 99.91593155756857- 99.89830601387543- 99.95564452352708- 99.95449782522736- 99.93908659549228- 99.95449782522736- 99.94205893454114- 99.94103130953665- 99.95023724792408- 99.9255203278335- 99.94191379992093- 99.96654804270463- 99.96236654804271- 99.94584816132858- 99.94609529458283- 99.9091470757396- 99.95171016211941- 99.9016243934002- 99.95199683669435- 99.94187425860024- 99.92402449764549- 99.94103130953665- 99.92047880944678- 99.93111278263058- 99.92129929185089- 99.96937524713326- 99.94638196915777- 99.95531830763147- 99.91535820841871- 99.94609529458283- 99.93681027355406- 99.92158596642584- 99.94906763363169- 99.95257018584421- 99.94273428232502- 99.95113681296955- 99.94806247528668- 99.94892249901147- 99.93824364642869- 99.95791545346705- 99.94660663575254- 99.95142348754449- 99.94949584816133- 99.95249110320286- 99.95564452352708- 99.95414869333909- 99.94627997052373- 99.95421115065244- 99.94580862000791- 99.94605575326217- 99.95789837880585- 99.95253064452352- 99.95314353499407- 99.93486555950969- 99.941480193393- 99.9567912218268- 99.95728548833532- 99.94527481217872- 99.95199683669435- 99.9224459901506- 99.92634081023759- 99.94552194543297- 99.94685022826127- 99.9590055357849- 99.95218151263525- 99.96630090945037- 99.9563529242604- 99.92437362953378- 99.94905755059492- 99.94066201157483- 99.93851324634242- 99.94806247528668- 99.94355476472914- 99.94662601099968- 99.9424476077501- 99.92658794349185- 99.94773625939106- 99.95303145332326- 99.94974298141557- 99.93793989719256- 99.96179319889285- 99.94777580071175- 99.93740608936339- 99.94240497501708- 99.93598669973758- 99.95576674215465- 99.95504870771775- 99.94540677234983- 99.944128113879- 99.95585211546064- 99.93875728818433- 99.9547844998023- 99.95199683669435- 99.95986555950968- 99.81772978899315- 99.94576907868723- 99.93851324634242- 99.91933211114707- 99.95307099464395- 99.95449782522736- 99.96486753657572- 99.94216093317516- 99.94187425860024- 99.94441478845394- 99.95810597073942- 99.93512976742512- 99.94720245156188],[]
ALL, TRADE_OFF,200,21923.537,2.1004,9656.9021,0.9252,14000,8291,0,5313,0,396,0,3143,1446,944,648,9913,6197,672384.8359999981,269951.3413333328,672384.8359999981,248512.59999996814,238571.62666666656,238571.62666666656,3.1918184208519205,17.3132,14.7193,20.7983,17.3087,84.9207,0.4204,12.3856,12.3856,18.4105,18.4105,54.1246,0.2706,0,33.3274,98.6412,-1.0,[97.302464- 99.27836148148148- 98.40040651851851- 99.36388207407407- 97.12682666666666- 97.44614696296297- 97.87138014814815- 99.10413037037036- 98.61055881481482- 98.80093451851853- 97.2977682962963- 97.50292562962962- 97.48609896296296- 99.4302962962963- 97.06483674074074- 99.86243022222222- 98.96668918518517- 98.97218725925926- 96.70963437037038- 99.47958281481482- 99.51728059259258- 99.46646637037037- 99.30574459259259- 99.34998814814816- 97.30372859259259- 97.26849362962963- 97.65685214814816- 99.44568414814815- 99.60502340740742- 97.85438814814815- 97.672416- 97.26611851851852- 99.78281481481483- 99.49223407407408- 99.35872296296297- 97.13203851851853- 99.714688- 97.13027555555556- 98.73570133333334- 99.60364503703704- 99.4956722962963- 98.93229866666667- 98.0276408888889- 98.43449125925926- 97.57434785185184- 97.38005688888889- 99.31057777777778- 98.41730548148148- 97.76288118518518- 97.62535288888888- 97.37133214814816- 98.27013214814815- 99.12045037037036- 98.99929007407408- 98.94907377777777- 97.36521481481482- 97.05332148148148- 98.33655051851851- 98.83414577777778- 97.60484148148147- 98.72329567921206- 99.63497672454079- 99.34455255400985- 98.81775221970597- 99.25987438441354- 99.57566979402567- 96.55916729573315- 97.41154336963945- 99.42907992738775- 98.55275196807938- 98.55592222941156- 99.99533771882527- 99.93968027247566- 99.98206851432474- 96.1199279269564- 97.86094485783097- 99.89593459506094- 99.88365595456344- 99.88989359790071- 98.57851044250333- 99.3310084115173- 97.08098003163305- 98.80175626370466- 99.8579862504044- 99.3812779934577- 99.58807061720407- 98.70227766993781- 98.84959347927675- 98.15059933858154- 99.18814887307236- 99.12484629210252- 98.46950034149323- 99.92931269995327- 99.87324179517594- 99.20317279557138- 99.88423570221791- 98.4673217764837- 99.80255400984939- 99.92424871490708- 98.89483678421223],[]
